list_name,name,label::English,label::Arabic
security_concerns_cwd,wildlife,Wildlife (e.g. scorpions or snakes),?????? ?????? (??? ??????? ?? ????????)
security_concerns_cwd,unsafe_transportation ,Unsafe transportation infrastructure or arrangements,?????? ??????? ?? ????????? ??? ???? ?????
security_concerns_cwd,electrical_wiring,Electrical wiring or arrangements from lack of electricity (e.g. candle fires),????????? ?????????? ?? ????????? ???? ??? ???????? (??? ?????? ?????? ?? ????? ?????)
security_concerns_cwd,climactic_conditions,Weather or climactic conditions,????? ?? ?????? ????????
security_concerns_cwd,checkpoints,Passing through checkpoints,?????? ??? ???? ???????
security_concerns_cwd,settler_violence,Settler violence,??? ??????????
security_concerns_cwd,other,Other,????
security_concerns_cwd,dont_know,Don't know,?? ????
security_concerns_cwd,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
coping_mechanism,children_droping_out,Children dropping out of school to work,??? ??????? ??????? ?????? ??? ?????
coping_mechanism,restricting_female_movement,Restricting movements of women and girls,????? ?????? ?????? ????????
coping_mechanism,humanitarian_aid,Relying on humanitarian assistance,???????? ??? ????????? ?????????
coping_mechanism,community_services,"Accessing community services (community centres, women centres)",?????? ??? ??????? ????????? (????? ??????? ? ????? ??????)
coping_mechanism,community_support,Local/community support ,??? ???? / ??????
pss,medical_services,Medical services,??????? ??????
pss,legal_services,Legal services,????? ???????
pss,psychosocial_services,Mental health and psychoscocial services,????? ????? ??????? ???????? ??????? ???????????
pss,dont_know,Don't know,?? ????
pss,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
pss,other,Other (please specify),???? (???? ???????)
level_of_damage,no_damage,No damage,?? ???? ???
level_of_damage,minor_damage,"Minor damage (habitable, minor repairs requried)",????? ????? (????? ????? ? ??????? ????? ??????)
level_of_damage,major_damage,"Major damage (structure is not habitable, major repairs required)",????? ???? (?????? ??? ???? ????? ? ????? ??????? ?????)
demolition_reason,lack_building_permit,Lack of building permit,??? ???? ???? ????
demolition_reason,dangerous_building,Demolition order according to municipality by laws for dangerous buildings,??? ??? ??? ?????? ??????? ?? ??????? ??????? ??????? ??????
demolition_reason,order_cleanliness,Demolition order according to municipality by laws for keeping order and cleanliness,??? ??? ??? ?????? ??????? ?? ??????? ??????? ???? ?????? ????????
demolition_reason,business_licensing,Demolition order according to municipality for business licensing,??? ??? ?? ??????? ?? ??????? ??????? ???? ?????? ????????
demolition_reason,archaeological_reasons,For archaeological reasons,?????? ?????
demolition_reason,dont_know,Don't know,?? ????
demolition_reason,other,Other,????
latrine_items,toilet_seat,Toilet seat,???? ???????
latrine_items,toilet_Niagara,Toilet Niagara,???? ??? ?????/?????
latrine_items,handwashing_station,Handwashing station (in or beside the latrine),???? ???? ?????? (???? ?????? ?? ??????)
latrine_items,bidet,Bidet,????
latrine_items,toilet_paper,Toilet paper,??? ????????
latrine_items,soap,Soap,?????
latrine_items,none,None,?? ????
aid_type,cash,Cash (multipurpose),????? (????? ???????)
aid_type,food,Food,????
aid_type,water,Water,???
aid_type,fuel,Fuel,????
aid_type,shelter,Shelter,????
aid_type,seasonal_items,Seasonal items,?????? ????????
aid_type,health_services,Health services,????? ????
aid_type,education_services,Education services,????? ???????
aid_type,other_non_food_items,Other non-food items,???? ??? ?????? ????
aid_type,protection,Protection/legal services,??????? / ??????? ?????????
aid_type,dont_know,Don't know,?? ????
aid_type,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
aid_type,other,Other,????
aid_not_satisfied,quality_not_good,Quality not good enough,?????? ???? ???? ??? ??? ???????
aid_not_satisfied,quantity_not_enough,Quantity not enough,?????? ?? ????
aid_not_satisfied,other,Other,????
reasons_no_complaint,no_change,Complaints do not result in a positive change,?? ???? ??????? ??? ????? ??????
reasons_no_complaint,judgement,Judgement by the family and/or community,????? ?? ??? ?????? ? / ?? ???????
reasons_no_complaint,affect_aid,Worry that negative feedback would affect future aid,????? ?? ?? ???? ????? ??????? ????? ??? ????????? ??????????
reasons_no_complaint,lack_confidentiality,Lack of confidentiality/data protection,??? ???? ?????? / ????? ????????
reasons_no_complaint,lack_transparency,Lack of transparency in the process,???????? ??? ???????? ?? ???????
reasons_no_complaint,negative_experience,Negative experience with complaint handlers in the past,????? ????? ?? ?????? ??????? ?? ??????
reasons_no_complaint,dont_know,Don't know,?? ????
reasons_no_complaint,decline_to_answer,Decline to answer,??? ???????
relationship,spouse,Spouse of head of household,??? / ???? ?? ??????
relationship,child,Son/daughter,????? / ??????
relationship,sibling,Brother/Sister (sibling),???? / ????? ( ???????)
relationship,parent,Father/Mother,???? / ????
relationship,childinlaw,Son/Daughter in law,????? (??? ??????) / ????? (???? ?????)
relationship,grandchild,Grandchild,??????
relationship,parentinlaw,Father/mother in law,????? / ??????
relationship,nephew_niece,Nephew / Niece,??? / ???? ???? ?? ?????
relationship,other_relative,Other relative,?????? ?????
relationship,friend,Friend,????
relationship,guest,Guest or non-relative,??? ?? ??? ??? ????
relationship,error,Error - extra group added by mistake,???-?? ????? ?????? ???? ??????
unsafe_locations_why,robbed,Fear of being robbed,????? ?? ??????
unsafe_locations_why,threatened_with_violence,Fear of being threatened with violence,????? ?? ?? ??? ?????? ??????
unsafe_locations_why,kidnapped,Fear of being kidnapped ,????? ?? ????????
unsafe_locations_why,physcial_harassment,Fear of physical harassment or violence (not sexual) ,????? ?? ?????? ?????? ?? ????? (??? ??????)
unsafe_locations_why,verbal_harassment,Fear of verbal harassment ,????? ?? ????????? ???????
unsafe_locations_why,sexual_harassment,Fear of sexual harassment or violence,????? ?? ?????? ?? ????? ??????
unsafe_locations_why,discrimination,"Fear of discrimination or persecution (because of ethnicity, status, etc.)",????? ?? ??????? ?? ???????? (???? ????? ?? ??????? ?? ?? ??? ???)
unsafe_locations_why,mines,Mine/UXOs,??????? / ??????? ??? ????????
unsafe_locations_why,detention,Fear of being detained,????? ?? ????????
unsafe_locations_why,exploitation,Fear of being exploited (i.e. being engaged in harmful forms of labor for economic gain of the exploiter),????? ?? ?????? ?????????  (?? ???????? ?????? ???? ???? ?????? ????? ???????? ????????)
unsafe_locations_why,sexual_exploitation,Fear of being sexually exploited,????? ?? ?????? ????????? ??????
unsafe_locations_why,tear_gas,Exposure to tear gas,?????? ????? ?????? ??????
unsafe_locations_why,weather,Weather or climactic conditions,????? ?? ?????? ????????
unsafe_locations_why,social_stigma,Social stigma,???? ????? ??????????
unsafe_locations_why,other,Other (please specify),???? (???? ???????)
unsafe_locations_why,dont_know,Don't know,?? ????
unsafe_locations_why,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
presence_disability,seeing,"Seeing, even if wearing glasses",????? ? ??? ?? ??? ????? ??????
presence_disability,hearing,"Hearing, even if using a hearing aid",????? ? ??? ?? ??? ?????? ???? ???????? ??? ?????
presence_disability,walking,Walking or climbing steps,?? ????? ????? ???????
presence_disability,remembering,Remembering or concentrating,?? ??????? ???????
presence_disability,self_care,"Self-care, such as washing all over or dressing",??????? ??????? ? ??? ??? ??????? ??????? ?? ?????? ???????
presence_disability,communicating,"Communicating, such as understanding or being understood using usual language",??????? ? ??? ????? ?????????? ?? ????? ???????? ????? ????????
presence_disability,none,None,?? ???
hosting_duration,a_few_days,A few days,???? ??????
hosting_duration,more_than_a_week,More than a week,???? ?? ?????
hosting_duration,more_than_a_month,More than a month,???? ?? ???
hosting_duration,no_plan_to_leave,They do not plan to move and will stay until they can return safely,???? ?? ?????? ?????? ??????? ??? ??????? ?? ?????? ?????
hosting_duration,will_not_move,They will not be moving,?? ???????
hosting_duration,dont_know,Don't know,?? ????
hosting_duration,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
hosting_duration,other,Other (please specify),???? (???? ???????)
not_returning_reason,destryed_home,Home too badly damaged or destroyed,?????? ???? ???? ???? ?? ???
not_returning_reason,lack_of_funds,Lack of funds to return,???? ??? ?? ??????? ?? ?????? ?? ??????
not_returning_reason,security_situation,Security situation,????? ??????
not_returning_reason,lack_of_services,Lack of services in area,??? ??????? ?? ???????
not_returning_reason,lack_of_livelihoods,Lack of livelihoods in area,??? ??? ????? ?? ???????
not_returning_reason,dont_know,Don't know,?? ????
not_returning_reason,prefer_not_to_answer,Prefer not to say,???? ??? ???????
not_returning_reason,other,Other (please specify),???? (???? ???????)
frequency,rarely,Rarely (1-2 times),????? (1-2 ????)
frequency,sometimes,Sometimes (3-10 times),??????? (3-10 ????)
frequency,often,Often (10+ times),?? ???? ?? ??????? (10+ ????)
yn,yes,Yes,???
yn,no,No,??
water_coping,no_coping_needed_used,"No coping strategies used/needed,",?? ???? ??????????? ????? ??????? / ?? ???????? ???
water_coping,spent_more_on_water,"Spend money usually spent on other things to buy water,",????? ??????? ?? ?????? ??? ????? ??????? ??? ???? ???? ??? ???? ?????
water_coping,water_on_credit,"Receive water on credit/borrow water,",?????? ??? ?????? ?? ???? ??????? ?????? 
water_coping,drank_stored_water,"Rely on drinking water stored previously,",???????? ??? ???? ????? ??????? ?????? 
water_coping,reduced_drinking_water,"Reduce drinking water consumption,",????? ??????? ???? ????? ?
water_coping,modified_hygiene,"Modify hygiene practices (bath less etc.),",????? ??????? ???????( ??? ????? ??? ???? ????????? ??? ??? ???)
water_coping,drank_cleaning_water,Drink water usually used for cleaning or other purposes than drinking,???? ????? ???? ?????? ???? ??????? ?? ?????? ???? ??? ?????
water_coping,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
water_coping,dont_know,Don't know,?? ????
water_coping,other,Other,????
changed_drinking_source,network_damaged,Network is damaged or destroyed,?????? ????? ?? ?? ???????
changed_drinking_source,infrastructure_damaged,Infrastructure (non-piped) is damaged or destroyed,?????? ??????? (??? ????????) ????? ?? ?????
changed_drinking_source,connection_damaged,Household's connection is partially or entirely inoperable,??????? ?????? ??? ???? ?????? ?? ?????
changed_drinking_source,cannot_afford,Can not afford to purchase,?? ?????? ???? ????? ??????
changed_drinking_source,source_not_safe,Source is no longer safe to drink,?????????? ?? ??? ????? ?????
changed_drinking_source,pressure_not_sufficient,Pressure is no longer sufficient to access,??? ?????? ?? ??? ????? ?????? ??????
changed_drinking_source,water_pump_damaged,Water pumps are damaged or destroyed,???? ?????? ????? ?? ?? ???????
changed_drinking_source,electrical_damaged,Electricity supply to pumps is no longer provided,?? ??? ???????? ????? ???????? ??????? 
changed_drinking_source,insecurity,Insecurity in accessing water source (e.g. travel),??? ?????? ?? ?????? ??? ???? ?????? (???? ?? ????? ??? ??? ????? ?????)
changed_drinking_source,dont_know,Don't know,?? ????
changed_drinking_source,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
changed_drinking_source,other,Other,????
level_of_damage_2,none,No longer damaged,??? ????
level_of_damage_2,minor_damage,"Minor damage (e.g. perforations from explosives in walls, broken doors or windows)",????? ????? (??? ?????? ?? ????????? ?? ??????? ?? ??????? ?? ??????? ????????)
level_of_damage_2,moderate_damage,"Moderate damage (e.g. damaged walls, entire rooms damaged)",??? ????? ??(??? ???? ?????? ????? ????? ? ??? ????? ?????)
level_of_damage_2,major_damage,"Major damage (e.g. imminent risk of collapse, uninhabitable for lack of facilities or safety)",??? ???? (??? ??? ???????? ?????? ? ??? ???? ????? ???? ??? ??????? ?? ???????)
level_of_damage_2,completely_destroyed,Completely destroyed,???? ???????
level_of_damage_2,dont_know,Don't know,?? ????
level_of_damage_2,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
capacity_to_repair,none,No capacity,?? ???? ????
capacity_to_repair,very_limited,Very limited,???? ?????? ???
capacity_to_repair,some_capacity,Some capacity,??? ??????
capacity_to_repair,alot_of_capacity,A lot of capacity,???? ?????
capacity_to_repair,no_repair_needed,No repair needed,?? ????? ??????
capacity_to_repair,don’t_know,I don’t know,?? ????
capacity_to_repair,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
non_enrollment_reasons,cannot_afford,Cannot afford school fees,?? ?????? ???? ?????? ????????
non_enrollment_reasons,school_closed,School is currently closed due to damage or destroyed,??????? ????? ?????? ???? ????? ?? ??????
non_enrollment_reasons,school_overcrowded,School is overcrowded,??????? ?????
non_enrollment_reasons,school_unsafe,"Attending school is unsafe (e.g. hazards to travel, hazards at school)",?????? ??? ??????? ??? ??? (??? ???? ?????? ? ????? ????? ? ???????? ?? ???????)
non_enrollment_reasons,bullying,Bullying,??????
non_enrollment_reasons,corporal_punishment,Corporal punishment,????? ?????
non_enrollment_reasons,school_unhygienic,School is unhygienic (e.g. bad WASH facilities),??????? ??? ???? (??? ????? ?????? ?????? ????? ???????? ?????? ??????)
non_enrollment_reasons,not_adapted_child_disability,School cannot accomodate child's disability,?? ???? ??????? ??????? ????? ?????
non_enrollment_reasons,child_labour,Child is needed to support family through work,???? ???? ??? ????? ?????? ?????? ?? ???? ?????
non_enrollment_reasons,work_at_home,"Child is needed to support family through home-based activities (e.g. chores, care-giving)",???? ???? ??? ??? ?????? ?? ???? ??????? ???????? (??? ??????? ???????? ?????? ???????)
non_enrollment_reasons,child_expelled,Child has been dismissed/expelled,?? ??? / ??? ?????
non_enrollment_reasons,child_marriage,Child is getting married,????? ?? ????
non_enrollment_reasons,child_injured,Child is injured and requires home care,????? ???? ?????? ??? ????? ??????
non_enrollment_reasons,child_traumatized,Child is traumatized,????? ???? ????? ?????
non_enrollment_reasons,dont_know,Don't know,?? ????
non_enrollment_reasons,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
non_enrollment_reasons,other,Other,????
income_change,none,None,?? ???
income_change,no_livelihood_opportunities,No livelihood opportunities;,?? ???? ??? ???? ?????
income_change,temporary_loss_of_income,Temporary loss of income,????? ????? ?? ?????
income_change,permanent_loss_of_income,Permanent loss of income,????? ????? ?? ?????
income_change,inability_to_work,"Inability of previous earners to work (e.g. injury, death)",??? ???? ???????? ???????? ??? ????? (??? ??????? ???????)
income_change,depleted_saving,Depleted savings,???????? ?????????
income_change,increase_taking_on_debt,Increase/taking on debt,????? / ????? ??????
income_change,agricultural_destruction,"Destruction of agricultural assets (e.g. herds, bees, aqua farms)",????? ?????? ???????? (??? ??????? ?????? ???????? ???????)
income_change,office_assets_destruction,"Destruction of non-agricultural office assets (e.g. workspace, shops)",????? ???? ??????? ??? ???????? (??? ????? ????? ????????)
income_change,insecurity,Insecurity preventing livelihood activities;,?????? ????? ???? ????? ??? ????? 
income_change,cannot_physically_access_workplaces,Cannot physically access workplaces,?? ???? ?????? ??? ????? ????? ??????
income_change,negative_coping_mechanism,Increase recourse to negative coping mechanism due to lack of livelihoods opportunities;,????? ?????? ??? ????? ??????? ??????? ???? ??? ??? ??? ?????
income_change,earner_needed_at_home,Previous wage earners are needed at home (e.g. care-giving),???? ???? ??? ???????? ???????? ???? ?? ?????? (??? ????? ???????)
income_change,other,Other (specify),???? (???)
income_change,dont_know,Don't know,?? ????
income_change,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
job_loss_reason,mental_health,Mental or physical health,????? ??????? ?? ???????
job_loss_reason,workplace_destroyed,Workplace partially or totally destroyed,???? ????? ???? ?????? ?? ?????
job_loss_reason,workplace_closed,Workplace closed,???? ????? ????
job_loss_reason,workplace_damage,"Workplace is unsafe (e.g. ERW, UXO, structural damage)",???? ????? ??? ??? (??? ????????? ?? ?????? ????? ???????? ??? ???????? ???????? ????????)
job_loss_reason,lack_of_inputs,Lack of inputs for business operations,??? ???????? ???????? ????????
job_loss_reason,reduced_consumers,Reduced activity by consumers,?????? ???? ??????????
job_loss_reason,inability_to_access_workplace,Inability to physically access workplace,??? ?????? ??? ?????? ?????? ??? ???? ?????
job_loss_reason,new_responsibilites,New responsibilities (e.g. caring for family members),???????? ????? (??? ????? ????? ??????)
job_loss_reason,don't_know,Don't know,?? ????
job_loss_reason,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
job_loss_reason,other,Other,???
barriers_to_aid,did_not_apply,Did not apply,?? ?????
barriers_to_aid,inaccessible_area,"Residing in an inaccessible area (e.g. remote, insecure)",??????? ?? ????? ???? ?????? ????? (??? ???? ?????? ? ????? ? ??? ????)
barriers_to_aid,providers_dont_operate,Residing in an area where providers do not operate,??????? ?? ????? ?? ???? ???? ????? ??????
barriers_to_aid,political_affiliation,Denied as a result of political affiliation,??? ???? ???????? ???????
barriers_to_aid,deemed_inieligible,"Was deemed ineligible (e.g. working family members, high income, insufficient damage to structure)",?? ??????? ??? ???? (??? ???? ?????? ? ????? ?????? ??????? ? ????? ??????? ? ??? ????? ??????? ???? ???? ???????)
barriers_to_aid,lack_resources,Lack of resources by providers,??? ??????? ?? ??? ????? ???????
barriers_to_aid,lack_documentation,Lack of documentation,??? ???? ?????
barriers_to_aid,not_understanding_procedures,Did not understand application procedures,?? ???? ??????? ???????
barriers_to_aid,donot_know_application,Did not know how to apply,?? ???? ????? ???????
barriers_to_aid,don_t_know,Don't know,?? ????
barriers_to_aid,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
barriers_to_aid,other,Other,????
aid_preferred,none,Do not want to receive humanitarian assistance,?? ???? ?? ????? ???????? ?????????
aid_preferred,in_kind_food,In-kind (food),????? (????)
aid_preferred,in_kind_nfi,In-kind (NFIs),????? (??? ??????)
aid_preferred,physical_cash,Physical cash,????? ??????
aid_preferred,bank_tranfers,Cash via bank transfer;,????? ??? ??????? ???????
aid_preferred,prepaid_cards,Cash via prepaid cards,????? ??? ???????? ???????? ??????
aid_preferred,mobile_money,Cash via mobile money,????? ?? ???? ?????? ??????? 
aid_preferred,vouchers,Vouchers,???????
aid_preferred,services,"Services (e.g. healthcare,education, etc.)",??????? (??? ??????? ?????? ???????? ??? ??? ???)
aid_preferred,other,Other (please specify),???? (???? ???????)
aid_preferred,dont_know,Don’t know,?? ????
aid_preferred,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
info_needed,latest_news,News on what is happening here (including security situation),????? ??? ?? ???? ??? (??? ?? ??? ????? ??????)
info_needed,covid_news,News on COVID-19 situation,????? ?? ?????? ????? ?????? ??????
info_needed,missing_persons,Finding missing people,????? ?? ??????? ?????????
info_needed,replacing_missing_docs,How to replace missing documents,????? ??????? ????????? ????????
info_needed,contacting_family_members,How to contact family members,????? ??????? ?????? ??????
info_needed,returning_info,Information about returning to area of origin,??????? ??? ?????? ??? ????? ??????
info_needed,transting_info,Information on transiting to a different shelter,??????? ?? ???????? ??? ???? ???
info_needed,registering_for_aid,How to register for aid,????? ??????? ?????? ??? ????????
info_needed,getting_water,How to get water,????? ?????? ??? ?????
info_needed,getting_food,How to get food,????? ?????? ??? ??????
info_needed,getting_shelter,How to get shelter/ accommodation/ shelter materials,????? ?????? ???  ????? / ??????/ ????? ?????
info_needed,getting_meds,How to get healthcare/ medical attention,????? ?????? ??? ??????? ?????? / ??????? ??????
info_needed,getting_help,How to get help after attack or harassment,??? ???? ??? ???????? ??? ???????? ?? ??????
info_needed,safety_measures,How to stay safe to prevent attack/ harassment,??? ????? ??? ?????? ???? ?????? / ??????
info_needed,accessing_education,How to access education,????? ?????? ??? ???????
info_needed,finding_work,How to find work,??? ??? ???
info_needed,providing_feedback,How to provide feedback on aid you are receiving,????? ????? ??????? ??? ???????? ???? ???????
info_needed,other,Other,????
info_needed,none,None,?? ???
preferred_channel,phone_call,Phone call,?????? ??????
preferred_channel,sms,SMS,????? ????
preferred_channel,social_media,"Social media (Twitter, Facebook, etc.)",????? ??????? ????????? (?????? ??????? ?????)
preferred_channel,whatsapp,Whatsapp or other mobile phone based platform,?????? ?? ?? ????? ???? ????? ??? ?????? ???????
preferred_channel,television,Television,???????
preferred_channel,newspaper,Newspapers,?????
preferred_channel,magazines,Magazines,???????
preferred_channel,film,Film or theatre,???? ?? ??????
preferred_channel,aid_worker,In person face-to-face with aid worker,????? ???? ?? ???? ???????
preferred_channel,community_leader,In person face-to-face with community leader,????? ???? ?? ??? ???? ???????
preferred_channel,dont_know,Don't know,?? ????
preferred_channel,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
preferred_channel,other,"Other, specify",????? ???? ???????
children_enroll,all,All of them,??????
children_enroll,some,Some of them,?????
children_enroll,none,None of them,?? ??? ????
children_enroll,dont_know,Don't know,?? ????
children_enroll,prefer_not_to_answer,Prefer not to answer,???? ??? ???????
