log_number,X_uuid,date_assessment,enumerator_num,question.name,issue,action,changed,old.value,new.value,flag_index
1,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,preg_lactating,"if lactating or pregnant, there should be atleast one HH female member between 11 and 59 yrs",Flagged,NA,yes,NA,1
2,88257ae5-915b-47dc-bd63-ca5d5fd67275,2021-06-15,1,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
3,4f456c42-008e-4258-9678-aa39ae439953,2021-06-15,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
4,d1f31fd3-46c4-4b91-8f7e-c50fecce7ce2,2021-06-16,4692,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
5,ffaf1353-4837-41fc-98e8-960528e62fe6,2021-06-16,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
6,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
7,934bca2c-8098-4367-bcfd-6c82bb91b6fc,2021-06-16,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
8,562080f7-d0d1-411b-9274-6252e28a3759,2021-06-16,57981,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
9,65fd8fa4-7c05-4f8a-8dda-2cf3cbd71a92,2021-06-16,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
10,f8883054-5930-49f4-8037-70f6720bed2c,2021-06-16,58645,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
11,d88edce0-2f7d-45a0-8669-704c52421cb9,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
12,81863783-e150-4a1f-a86e-a7252fb847a7,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
13,e972518e-2011-4974-8cb6-9396c6a039c4,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
14,ff8f7aa5-6a72-4920-8b32-b67555e0b3b8,2021-06-16,52469,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
15,909798a4-434d-4abe-9f0d-13f6d6a9c316,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
16,f02da7f6-5a49-49fd-8d7c-479896c37902,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
17,6b44858d-e5aa-4b58-b92c-213797c670ab,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
18,fc7b6162-9a17-4af3-822b-8f89b4de6bdf,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
19,c563cdff-cd24-45fa-92a1-ef4416808422,2021-06-16,58214,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
20,ff3f8cfb-f0f1-4cc6-8f21-0f819073e261,2021-06-16,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
21,516ddb19-6ecf-4989-ae72-fc688dd00cad,2021-06-16,58541,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
22,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
23,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
24,8450c50c-73b5-4726-88ae-f9241ade3f90,2021-06-16,56426,lack_enough_food,"if HH reports they (a) skipped meals, (b) ate less, (c) ran out of food, (d) did not eat or (e) did not eat at all, but also reports they were not worried about food",Flagged,NA,yes,NA,2
25,ffaf1353-4837-41fc-98e8-960528e62fe6,2021-06-16,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
26,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
27,934bca2c-8098-4367-bcfd-6c82bb91b6fc,2021-06-16,57981,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
28,562080f7-d0d1-411b-9274-6252e28a3759,2021-06-16,57981,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
29,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
30,65fd8fa4-7c05-4f8a-8dda-2cf3cbd71a92,2021-06-16,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
31,f8883054-5930-49f4-8037-70f6720bed2c,2021-06-16,58645,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
32,d88edce0-2f7d-45a0-8669-704c52421cb9,2021-06-16,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
33,e972518e-2011-4974-8cb6-9396c6a039c4,2021-06-16,52469,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
34,f02da7f6-5a49-49fd-8d7c-479896c37902,2021-06-16,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
35,fc7b6162-9a17-4af3-822b-8f89b4de6bdf,2021-06-16,58214,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
36,ff3f8cfb-f0f1-4cc6-8f21-0f819073e261,2021-06-16,58541,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
37,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
38,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,skipped_meals,"if HH reports a member skipped a meal, but did not (1) eat less or (2) go without eating the whole day",Flagged,NA,yes,NA,3
39,5bad0a3b-f65e-4bbd-aecf-851974583d24,2021-06-16,4706,child_labour,"if HH reports that a child has gone to work as coping strategy for a lack of food, but also reports either  having no children in the house or having no children working",Flagged,NA,yes,NA,5
40,1ac6edac-0f87-4da6-98b5-262433f06025,2021-06-15,56426,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,neither_unsafe_safe,NA,10
41,d1f31fd3-46c4-4b91-8f7e-c50fecce7ce2,2021-06-16,4692,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
42,a1434938-89eb-48b5-add0-ff61c7b1d076,2021-06-16,58645,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
43,81863783-e150-4a1f-a86e-a7252fb847a7,2021-06-16,52469,school_safety,"if HH reports that it is unsafe or very unsafe to travel to school, but does not report any protection threats of children",Flagged,NA,unsafe,NA,10
44,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,shelter_type_inperson,"if reported shelter is tent, but HH reports having defects related to windows, floors, or foundation",Flagged,NA,tent,NA,13
45,a1434938-89eb-48b5-add0-ff61c7b1d076,2021-06-16,58645,primary_livelihood,"if HH report that any family members worked outside the home in past 30 days, but does not report any income from employment",Flagged,NA,employment,NA,17
46,f5d2db5f-0c4e-4fa5-9878-540c33dce778,2021-06-15,1,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
47,be5916ef-994e-4fee-ae13-b7b0920c0211,2021-06-15,1,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
48,4f456c42-008e-4258-9678-aa39ae439953,2021-06-15,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
49,d7663427-879c-48a4-8ab2-a60e60402937,2021-06-15,576,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
50,909798a4-434d-4abe-9f0d-13f6d6a9c316,2021-06-16,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
51,f02da7f6-5a49-49fd-8d7c-479896c37902,2021-06-16,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
52,6b44858d-e5aa-4b58-b92c-213797c670ab,2021-06-16,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
53,fc7b6162-9a17-4af3-822b-8f89b4de6bdf,2021-06-16,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
54,c563cdff-cd24-45fa-92a1-ef4416808422,2021-06-16,58214,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
55,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
56,2431dc3d-9228-466e-a496-6467b704a4b2,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
57,c81dcc08-91d3-4c60-b05d-588b88790b50,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
58,8450c50c-73b5-4726-88ae-f9241ade3f90,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
59,67a76b3e-cf3d-47d8-92ae-870daa017eb3,2021-06-16,56426,camp,"if selected HH lives in Refugee camp, but municipality selected not a camp",Flagged,NA,yes,NA,20
60,f5d2db5f-0c4e-4fa5-9878-540c33dce778,2021-06-15,1,treatment_required,"if the respondents reports going for COVID treatment, but not for COVID testing",Flagged,NA,covid_19_treatment,NA,21
61,88257ae5-915b-47dc-bd63-ca5d5fd67275,2021-06-15,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
62,be5916ef-994e-4fee-ae13-b7b0920c0211,2021-06-15,1,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
63,76119b26-c45c-491d-8d59-fece93d74969,2021-06-16,4706,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
64,a5d3f362-e7c1-4ede-835d-2989b64b35f9,2021-06-16,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
65,516ddb19-6ecf-4989-ae72-fc688dd00cad,2021-06-16,58541,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
66,bbe9e380-0078-4804-b9ce-a3198b953de1,2021-06-15,56426,water_exp ,if water_exp == 0,Flagged,NA,0,NA,29
